sentences,Neutral,OverconfidenceBias,ConfirmationBias,AnchoringBias,FramingBias,OccasionNoise
"As a keen reader of both historical fiction and non-fiction, I find value in exploring diverse perspectives and broadening my understanding of the world.",1,0,0,0,0,0
"Feeling drained after that convo, need to decide and move on.",0,0,0,0,0,1
Rachel set her wedding budget based on the first vendor's quote.,0,0,0,1,0,0
"Even though I've read numerous reviews saying the newest smartphone model has improved features, I still believe my old phone model works better because it was highly rated when I first bought it.",0,0,0,1,0,0
"After graduating, Emily seriously considered various fields, such as law, medicine, and business, without allowing her parent's profession to improperly influence her decision.",1,0,0,0,0,0
Emma refused to acknowledge research that didn’t fit her beliefs.,0,0,1,0,0,0
He is studying for his exams.,1,0,0,0,0,0
Sophia organized her digital files into folders on her computer.,1,0,0,0,0,0
Tom played basketball with his friends at the local gym.,1,0,0,0,0,0
"Caught in traffic, I settled for the first gas station I saw, even though their prices were higher.",0,0,0,1,0,1
"When caught in a rainstorm, the lawyer's decision-making became erratic, leading to a costly legal error.",0,0,0,0,0,1
"After a long and tiring day at work, Jake usually loves to spend time with his enthusiastic and lively children. But today, his fatigue led him to perceive their energy as irritability, causing him to unfairly reprimand them. His judgment was clouded by his temporary physical state of exhaustion.",0,0,0,0,0,1
"Despite the overwhelming evidence about climate change presented in the documentary, I still choose to believe my uncle's theory because it aligns with my pre-existing skepticism.",0,0,1,0,0,0
"Despite not having any medical training, John ignored his doctor's advice about his chronic back pain and instead pursued a treatment regimen that he had read about online. He was certain he could solve the problem himself.",0,1,0,0,0,0
"As a music enthusiast, I find myself equally moved by various genres, be it the soulful blues, the energetic pop, the calming classical, or the expressive rap.",1,0,0,0,0,0
"Was running late, so I just went with the first option I thought of for my outfit.",0,0,0,1,0,1
"I'll just pick up dinner from a fast food joint today, it's been a mentally exhausting day and I don't have the energy left to cook a healthy meal.",0,0,0,0,0,1
"After a workout, impulsively bought a premium gym membership without exploring other more affordable options.",0,0,1,0,0,1
"Despite only having taken a couple of beginner's courses in French, I am absolutely certain I'll out-perform native speakers in the upcoming French language contest.",0,1,0,0,0,0
"James anchored his decision on early data and refused to reconsider, convinced it was still valid.",0,1,0,1,0,0
"Going with my gut feeling and choosing the first place that came to mind for dinner. It must be a craving, right?",0,0,1,0,0,1
"Sandra anchors on the initial diagnosis she received and, overconfident in her medical knowledge, dismisses the second opinion from a specialist.",0,1,0,1,0,0
Opted for the expensive concert ticket because it was listed as a VIP experience.,0,1,0,0,0,1
I acknowledge that the webpage layout needs to be optimized for better user experience.,1,0,0,0,0,0
"I chose the first health insurance plan I saw, without researching the benefits of other plans.",0,0,0,1,0,0
James felt confident he could troubleshoot the software without checking the manual.,0,1,0,0,0,0
"Despite a well-researched article suggesting that the crime rates are dropping in the city, John, who was mugged a year ago, still vehemently believes that it is the most dangerous city because he only pays attention to news stories reporting crimes.",0,0,1,1,0,0
"As an amateur painter who only did a few landscapes, Max decided to open a gallery showcasing his artwork, convinced that he would be the next Picasso within no time.",0,1,0,0,0,0
"Even though the news channel I regularly watch is known to favour one political side, I believe it provides the most accurate and impartial information because it aligns with my own beliefs and perspectives.",0,0,1,0,0,0
"As a passionate hiker, I find peace and serenity in every sunrise I witness from the mountain peaks.",1,0,0,0,0,0
I anchored my understanding of the issue on the first data point I encountered and didn’t look for updates.,0,1,0,1,0,0
Lucas thought he could renovate the bathroom in a weekend.,0,1,0,0,0,0
"In a crowded gym, I feel more self-conscious and cut my workout short compared to when it's empty.",0,0,0,0,0,1
"Lily decided to buy a computer based on the first review she saw, ignoring other opinions.",0,0,0,1,0,0
"Though my initial investment in start-up companies proved disastrous, I still adamantly stick to my belief that they yield better returns than established corporations, based on one unusual success story I heard years ago.",0,0,1,1,0,0
"Every time I tune into my favorite news channel, I find their reports only fortify my political beliefs, assuring me that I've been right all along.",0,0,1,0,0,0
"Stayed up late watching movies, regretting it now.",0,0,0,0,0,1
"Every time I read a news article that aligns with my political views, I feel it's credible and truthful, but if it differs, I immediately question its sources and accuracy.",0,0,1,0,0,0
"Distracted by the blaring sirens of passing emergency vehicles, the fire chief struggled to make timely and effective decisions at the scene of a fire.",0,0,0,0,0,1
I chose the outdoor seating at the cafe 'cause it's less noisy than inside.,0,0,0,0,0,1
"Busy day, relying on the first advice I heard from a friend.",0,0,0,1,0,1
"After a stressful day, I'll probably choose the first solution that comes to mind.",0,1,0,0,0,1
"Despite the statistic that most startups fail within the first five years, John kept investing in them because the first one he backed became a unicorn and he just knows he has a knack for picking winners.",0,0,1,1,0,0
Lucas focused solely on the first research paper he found and didn’t search for more sources.,0,0,1,1,0,0
The noise of a glitchy internet connection led to a rushed and uninformed online purchase.,0,0,0,0,0,1
"Ben trusted the initial data he received and didn’t check for updates, confident in its accuracy.",0,1,0,1,0,0
I wrote down my goals for the month in my journal.,1,0,0,0,0,0
I picked the first travel package that sounded appealing.,0,0,0,1,0,0
I tend to be more introverted in social settings.,1,0,0,0,0,0
"I've recently taken up learning to play the piano, and it's a challenging but rewarding experience that stimulates both my creative and analytical sides.",1,0,0,0,0,0
The grumbling of my stomach during the morning meeting made the office donuts appear more enticing than they actually were.,0,0,0,0,0,1
"Despite having never stepped foot in a stock exchange, John confidently boasted to his friends about making a fortune from trading stocks, convinced he could easily navigate the complex and volatile world of finance.",0,1,0,0,0,0
